Purchase Transaction ID,Purchase_DATEID,Ship Mode,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Type
14649,3/12/2022,Standard Class,West,Technology,Machines,599.985,5,0.7,-479.988,Standard Class - Home Office
14650,8/10/2022,Standard Class,Central,Office Supplies,Binders,3.036,3,0.8,-5.0094,Standard Class - Consumer
14651,3/2/2022,Standard Class,East,Office Supplies,Art,25.92,5,0.2,3.888,Standard Class - Consumer
14652,2/19/2022,Standard Class,East,Furniture,Furnishings,66.112,2,0.2,-9.0904,Standard Class - Consumer
14653,2/4/2022,Standard Class,West,Technology,Accessories,46.36,4,0,15.2988,Standard Class - Consumer
14654,5/22/2022,Standard Class,Central,Technology,Accessories,6.9,1,0,0.552,Standard Class - Corporate
14655,4/27/2022,Standard Class,Central,Furniture,Furnishings,57.69,3,0,23.6529,Standard Class - Corporate
14656,1/30/2022,Standard Class,Central,Technology,Machines,559.71,3,0.4,-121.2705,Standard Class - Corporate
14657,7/31/2022,First Class,West,Office Supplies,Storage,305.01,9,0,76.2525,First Class - Consumer
14658,8/1/2022,First Class,West,Office Supplies,Binders,50.784,2,0.2,17.7744,First Class - Consumer
14659,4/12/2022,First Class,West,Office Supplies,Labels,26.01,9,0,12.2247,First Class - Consumer
14660,12/6/2022,Standard Class,South,Technology,Machines,649,2,0.5,-272.58,Standard Class - Consumer
14661,7/14/2022,Standard Class,West,Furniture,Furnishings,59.99,7,0,21.5964,Standard Class - Consumer
14662,7/2/2022,Standard Class,West,Furniture,Furnishings,20.24,1,0,7.8936,Standard Class - Consumer
14663,6/5/2022,First Class,Central,Office Supplies,Art,37.84,2,0.2,2.838,First Class - Consumer
14664,10/7/2022,First Class,Central,Office Supplies,Fasteners,5.472,6,0.2,1.8468,First Class - Consumer
14665,4/11/2022,Second Class,East,Office Supplies,Storage,77.24,5,0.2,7.724,Second Class - Corporate
14666,1/6/2022,First Class,Central,Furniture,Tables,292.1,4,0.5,-175.26,First Class - Consumer
14667,10/14/2022,First Class,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,First Class - Consumer
14668,6/23/2022,First Class,Central,Furniture,Bookcases,424.116,6,0.3,-30.294,First Class - Consumer
14669,12/12/2022,First Class,Central,Office Supplies,Binders,2.892,3,0.8,-4.9164,First Class - Consumer
14670,9/26/2022,First Class,Central,Office Supplies,Storage,381.72,5,0.2,-66.801,First Class - Consumer
14671,8/5/2022,Standard Class,South,Furniture,Chairs,97.184,2,0.2,6.074,Standard Class - Consumer
14672,6/2/2022,Standard Class,South,Office Supplies,Paper,10.368,2,0.2,3.6288,Standard Class - Consumer
14673,3/13/2022,Standard Class,Central,Furniture,Tables,890.841,3,0.3,-152.7156,Standard Class - Consumer
14674,4/26/2022,Second Class,West,Technology,Accessories,72,4,0,12.96,Second Class - Consumer
14675,7/31/2022,Second Class,West,Furniture,Chairs,113.888,2,0.2,9.9652,Second Class - Consumer
14676,5/7/2022,Second Class,West,Office Supplies,Envelopes,158.13,3,0,77.4837,Second Class - Consumer
14677,4/27/2022,Second Class,East,Office Supplies,Fasteners,14.13,3,0,0.7065,Second Class - Corporate
14678,11/4/2022,Standard Class,Central,Office Supplies,Binders,64.75,5,0,29.1375,Standard Class - Consumer
14679,3/2/2022,Standard Class,South,Office Supplies,Binders,1.872,2,0.7,-1.3104,Standard Class - Consumer
14680,11/6/2022,Standard Class,South,Office Supplies,Binders,11.214,2,0.7,-8.5974,Standard Class - Consumer
14681,10/2/2022,Standard Class,South,Office Supplies,Art,37.376,8,0.2,7.4752,Standard Class - Consumer
14682,4/5/2022,Standard Class,Central,Technology,Phones,286.4,1,0.2,25.06,Standard Class - Home Office
14683,4/13/2022,Second Class,East,Office Supplies,Art,43.92,3,0,12.7368,Second Class - Consumer
14684,11/8/2022,Standard Class,East,Furniture,Tables,142.182,1,0.4,-37.9152,Standard Class - Corporate
14685,6/10/2022,Standard Class,West,Office Supplies,Paper,19.608,3,0.2,6.6177,Standard Class - Corporate
14686,1/10/2022,Standard Class,West,Office Supplies,Binders,4.158,7,0.7,-3.465,Standard Class - Corporate
14687,3/5/2022,Second Class,East,Technology,Phones,979.95,5,0,264.5865,Second Class - Consumer
14688,8/24/2022,Second Class,East,Furniture,Furnishings,135.3,5,0,37.884,Second Class - Consumer
14689,10/19/2022,Standard Class,Central,Office Supplies,Paper,8.904,3,0.2,3.339,Standard Class - Corporate
14690,10/13/2022,Standard Class,Central,Technology,Accessories,100.8,2,0.2,21.42,Standard Class - Corporate
14691,8/24/2022,First Class,East,Furniture,Furnishings,41.96,2,0,10.9096,First Class - Consumer
14692,5/26/2022,First Class,East,Office Supplies,Labels,9.45,3,0,4.536,First Class - Consumer
14693,12/25/2022,Standard Class,West,Office Supplies,Appliances,400.8,5,0,112.224,Standard Class - Consumer
14694,6/17/2022,Standard Class,West,Office Supplies,Binders,28.792,1,0.2,10.0772,Standard Class - Consumer
14695,5/28/2022,Standard Class,West,Furniture,Furnishings,111,2,0,14.43,Standard Class - Home Office
14696,10/9/2022,Standard Class,West,Technology,Machines,1279.968,4,0.2,415.9896,Standard Class - Home Office
14697,2/26/2022,Standard Class,West,Office Supplies,Storage,1856.19,7,0,334.1142,Standard Class - Home Office
14698,11/19/2022,First Class,Central,Furniture,Furnishings,22.752,6,0.6,-8.532,First Class - Corporate
14699,10/15/2022,Standard Class,East,Technology,Phones,61.542,1,0.4,-13.3341,Standard Class - Corporate
14700,3/16/2022,Standard Class,East,Office Supplies,Binders,81.438,7,0.7,-65.1504,Standard Class - Corporate
14701,6/30/2022,Standard Class,South,Furniture,Furnishings,67.36,2,0.2,10.104,Standard Class - Consumer
14702,3/14/2022,Standard Class,South,Furniture,Furnishings,54.528,3,0.2,14.3136,Standard Class - Consumer
14703,12/27/2022,Standard Class,East,Technology,Accessories,843.9,2,0,371.316,Standard Class - Consumer
14704,5/26/2022,Standard Class,East,Furniture,Bookcases,449.568,2,0.2,56.196,Standard Class - Consumer
14705,8/25/2022,First Class,West,Office Supplies,Storage,15.51,1,0,3.8775,First Class - Corporate
14706,10/3/2022,Second Class,East,Furniture,Chairs,192.186,3,0.1,36.3018,Second Class - Corporate
14707,5/8/2022,First Class,East,Office Supplies,Art,5.76,2,0,1.6128,First Class - Corporate
14708,11/3/2022,Standard Class,South,Furniture,Chairs,67.88,2,0,18.3276,Standard Class - Consumer
14709,1/3/2022,Standard Class,South,Office Supplies,Labels,162.89,13,0,76.5583,Standard Class - Consumer
14710,10/12/2022,Standard Class,South,Furniture,Furnishings,25.71,3,0,9.2556,Standard Class - Consumer
14711,12/19/2022,Standard Class,East,Office Supplies,Storage,191.88,6,0,19.188,Standard Class - Consumer
14712,12/19/2022,Standard Class,South,Furniture,Tables,721.875,6,0.45,-420,Standard Class - Corporate
14713,7/10/2022,Standard Class,South,Technology,Phones,73.568,4,0.2,-16.5528,Standard Class - Corporate
14714,12/11/2022,Standard Class,South,Office Supplies,Art,13.584,1,0.2,1.3584,Standard Class - Corporate
14715,5/3/2022,Standard Class,South,Furniture,Chairs,64.784,1,0.2,-12.147,Standard Class - Corporate
14716,4/14/2022,Standard Class,Central,Office Supplies,Appliances,176.772,3,0.8,-459.6072,Standard Class - Consumer
14717,4/9/2022,Standard Class,Central,Office Supplies,Binders,38.82,6,0,19.41,Standard Class - Corporate
14718,10/9/2022,Standard Class,Central,Office Supplies,Binders,21.9,5,0,10.512,Standard Class - Corporate
14719,6/7/2022,Standard Class,West,Technology,Accessories,111.79,7,0,43.5981,Standard Class - Consumer
14720,8/25/2022,Second Class,East,Technology,Phones,445.44,8,0.4,-81.664,Second Class - Home Office
14721,12/9/2022,Standard Class,East,Office Supplies,Labels,16.52,5,0.2,5.369,Standard Class - Home Office
14722,11/28/2022,Standard Class,West,Office Supplies,Paper,29.9,5,0,13.455,Standard Class - Home Office
14723,1/30/2022,Second Class,Central,Office Supplies,Binders,116.4,8,0,52.38,Second Class - Corporate
14724,8/7/2022,Standard Class,West,Office Supplies,Art,1.408,1,0.2,0.1584,Standard Class - Home Office
14725,8/8/2022,Standard Class,West,Furniture,Furnishings,169.568,2,0.2,0,Standard Class - Home Office
14726,8/20/2022,Second Class,East,Technology,Phones,251.964,6,0.4,-50.3928,Second Class - Corporate
14727,8/7/2022,Second Class,East,Furniture,Tables,523.764,3,0.4,-192.0468,Second Class - Corporate
14728,7/28/2022,First Class,West,Office Supplies,Paper,19.44,3,0,9.3312,First Class - Consumer
14729,2/10/2022,First Class,West,Furniture,Chairs,194.352,3,0.2,-36.441,First Class - Consumer
14730,1/24/2022,First Class,West,Office Supplies,Binders,36.624,3,0.2,13.734,First Class - Consumer
14731,10/21/2022,Standard Class,East,Technology,Phones,340.182,3,0.4,-73.7061,Standard Class - Corporate
14732,10/18/2022,Standard Class,East,Office Supplies,Fasteners,12.672,8,0.2,2.6928,Standard Class - Corporate
14733,2/8/2022,Standard Class,East,Office Supplies,Binders,6.888,2,0.7,-5.0512,Standard Class - Corporate
14734,12/23/2022,Standard Class,East,Office Supplies,Storage,32.544,2,0.2,-7.7292,Standard Class - Corporate
14735,9/27/2022,Standard Class,East,Furniture,Chairs,347.802,7,0.3,-24.843,Standard Class - Corporate
14736,6/21/2022,First Class,South,Office Supplies,Binders,15.57,3,0.7,-11.937,First Class - Corporate
14737,3/4/2022,Second Class,South,Office Supplies,Labels,4.608,2,0.2,1.6704,Second Class - Consumer
14738,7/7/2022,Standard Class,Central,Technology,Phones,257.98,2,0,74.8142,Standard Class - Corporate
14739,12/27/2022,Second Class,West,Office Supplies,Storage,153.78,11,0,44.5962,Second Class - Consumer
14740,2/4/2022,Second Class,West,Office Supplies,Storage,61.02,3,0,0.6102,Second Class - Consumer
14741,11/2/2022,Second Class,West,Office Supplies,Supplies,110.11,7,0,31.9319,Second Class - Consumer
14742,11/23/2022,Second Class,West,Office Supplies,Fasteners,7.89,1,0,3.5505,Second Class - Consumer
14743,7/28/2022,Standard Class,West,Office Supplies,Binders,36.024,3,0.2,11.7078,Standard Class - Corporate
14744,1/13/2022,First Class,Central,Office Supplies,Art,54.336,4,0.2,5.4336,First Class - Corporate
14745,9/8/2022,Standard Class,West,Office Supplies,Storage,92.52,6,0,24.9804,Standard Class - Corporate
14746,6/14/2022,Same Day,South,Office Supplies,Art,10.272,3,0.2,1.1556,Same Day - Consumer
14747,5/26/2022,Standard Class,Central,Office Supplies,Storage,40.74,3,0,0.4074,Standard Class - Consumer
14748,10/5/2022,Standard Class,Central,Office Supplies,Labels,14.4,5,0,7.056,Standard Class - Consumer
14749,11/29/2022,Standard Class,Central,Technology,Phones,149.95,5,0,41.986,Standard Class - Consumer
14750,5/17/2022,Standard Class,Central,Office Supplies,Supplies,16.9,2,0,5.07,Standard Class - Consumer
14751,1/10/2022,Standard Class,Central,Office Supplies,Paper,17.61,3,0,8.4528,Standard Class - Consumer
14752,10/17/2022,Standard Class,Central,Office Supplies,Appliances,378,2,0,136.08,Standard Class - Consumer
14753,12/17/2022,Standard Class,Central,Office Supplies,Paper,17.64,3,0,8.6436,Standard Class - Consumer
14754,10/13/2022,Standard Class,Central,Office Supplies,Storage,373.08,6,0,100.7316,Standard Class - Consumer
14755,2/24/2022,Standard Class,Central,Furniture,Furnishings,1336.44,14,0,387.5676,Standard Class - Consumer
14756,2/22/2022,Standard Class,Central,Technology,Phones,29.97,3,0,0.2997,Standard Class - Consumer
14757,12/18/2022,Standard Class,South,Furniture,Chairs,390.368,2,0.2,48.796,Standard Class - Consumer
14758,4/25/2022,Standard Class,South,Furniture,Furnishings,101.52,5,0.2,19.035,Standard Class - Consumer
14759,3/10/2022,Second Class,East,Office Supplies,Paper,74.352,3,0.2,23.235,Second Class - Consumer
14760,8/13/2022,Standard Class,West,Office Supplies,Paper,15.7,5,0,7.065,Standard Class - Consumer
14761,1/22/2022,Standard Class,West,Office Supplies,Art,59.52,3,0,15.4752,Standard Class - Consumer
14762,8/29/2022,Standard Class,West,Office Supplies,Paper,34.4,5,0,15.824,Standard Class - Consumer
14763,12/22/2022,Standard Class,East,Furniture,Tables,313.176,2,0.4,-120.0508,Standard Class - Corporate
14764,10/26/2022,Standard Class,East,Furniture,Chairs,866.646,3,0.1,173.3292,Standard Class - Corporate
14765,6/6/2022,Same Day,East,Office Supplies,Appliances,795.408,6,0.2,59.6556,Same Day - Corporate
14766,8/26/2022,Second Class,Central,Office Supplies,Paper,35.856,9,0.2,12.9978,Second Class - Consumer
14767,6/14/2022,Second Class,Central,Technology,Accessories,23.84,4,0.2,3.278,Second Class - Consumer
14768,10/19/2022,Standard Class,West,Furniture,Furnishings,43.13,1,0,14.6642,Standard Class - Consumer
14769,1/4/2022,Standard Class,West,Office Supplies,Paper,30.87,7,0,14.2002,Standard Class - Consumer
14770,3/13/2022,Standard Class,East,Office Supplies,Supplies,70.12,4,0,21.036,Standard Class - Consumer
14771,4/29/2022,Standard Class,West,Furniture,Bookcases,509.9575,5,0.15,41.9965,Standard Class - Corporate
14772,4/27/2022,Standard Class,West,Furniture,Furnishings,122.91,3,0,34.4148,Standard Class - Corporate
14773,7/1/2022,Standard Class,West,Furniture,Chairs,97.568,2,0.2,-6.098,Standard Class - Corporate
14774,8/28/2022,Standard Class,West,Furniture,Chairs,722.352,3,0.2,81.2646,Standard Class - Corporate
14775,12/26/2022,First Class,Central,Office Supplies,Labels,11.52,5,0.2,4.176,First Class - Consumer
14776,11/30/2022,Standard Class,West,Furniture,Furnishings,167.84,8,0,11.7488,Standard Class - Corporate
14777,9/14/2022,Standard Class,East,Furniture,Tables,172.11,1,0.4,-94.6605,Standard Class - Consumer
14778,5/5/2022,First Class,East,Technology,Accessories,99.98,2,0,7.9984,First Class - Consumer
14779,2/11/2022,Standard Class,West,Technology,Phones,156.792,1,0.2,17.6391,Standard Class - Home Office
14780,2/12/2022,Standard Class,West,Technology,Accessories,35.36,2,0.2,-3.094,Standard Class - Home Office
14781,9/22/2022,Standard Class,West,Furniture,Furnishings,13.592,1,0.2,-0.3398,Standard Class - Home Office
14782,12/29/2022,Second Class,East,Furniture,Chairs,386.68,2,0.3,-5.524,Second Class - Corporate
14783,4/17/2022,Second Class,East,Technology,Accessories,379.96,5,0.2,47.495,Second Class - Corporate
14784,8/17/2022,Second Class,East,Technology,Phones,539.91,3,0.4,-116.9805,Second Class - Corporate
14785,12/29/2022,Second Class,East,Office Supplies,Paper,41.24,5,0.2,13.9185,Second Class - Corporate
14786,7/24/2022,Second Class,East,Office Supplies,Binders,51.897,1,0.7,-41.5176,Second Class - Corporate
14787,10/23/2022,Second Class,East,Office Supplies,Storage,552.56,5,0.2,-138.14,Second Class - Corporate
14788,4/4/2022,Second Class,East,Office Supplies,Binders,23.16,5,0.7,-15.44,Second Class - Corporate
14789,3/16/2022,Second Class,East,Office Supplies,Storage,126.08,2,0.2,-28.368,Second Class - Corporate
14790,9/15/2022,Second Class,East,Technology,Machines,449.1,3,0.7,-643.71,Second Class - Corporate
14791,8/30/2022,Standard Class,East,Office Supplies,Appliances,195.104,4,0.2,21.9492,Standard Class - Consumer
14792,4/15/2022,Standard Class,East,Furniture,Furnishings,36.672,3,0.2,6.4176,Standard Class - Consumer
14793,7/4/2022,Second Class,Central,Furniture,Chairs,85.246,2,0.3,-6.089,Second Class - Consumer
14794,11/17/2022,Second Class,Central,Furniture,Furnishings,32.712,2,0.6,-26.1696,Second Class - Consumer
14795,5/24/2022,Standard Class,South,Office Supplies,Binders,11.43,3,0,5.3721,Standard Class - Corporate
14796,11/20/2022,Standard Class,South,Office Supplies,Binders,30.44,2,0,14.9156,Standard Class - Corporate
14797,2/14/2022,Standard Class,South,Office Supplies,Paper,12.96,2,0,6.3504,Standard Class - Corporate
14798,12/22/2022,Standard Class,South,Office Supplies,Paper,16,4,0,7.68,Standard Class - Corporate
14799,12/8/2022,Standard Class,South,Office Supplies,Appliances,32.67,3,0,8.4942,Standard Class - Corporate
14800,9/26/2022,Standard Class,West,Office Supplies,Fasteners,4.464,3,0.2,-0.9486,Standard Class - Consumer
14801,2/2/2022,Standard Class,West,Office Supplies,Binders,9.345,5,0.7,-6.5415,Standard Class - Consumer
14802,3/28/2022,Standard Class,West,Office Supplies,Binders,9.144,3,0.2,3.0861,Standard Class - Corporate
14803,10/11/2022,Standard Class,West,Office Supplies,Binders,23.136,6,0.2,8.3868,Standard Class - Corporate
14804,1/18/2022,Standard Class,West,Office Supplies,Art,99.2,5,0,25.792,Standard Class - Corporate
14805,9/17/2022,Standard Class,West,Office Supplies,Binders,21.36,5,0.2,7.209,Standard Class - Corporate
14806,7/18/2022,Second Class,West,Furniture,Furnishings,46.9,5,0,13.132,Second Class - Corporate
14807,7/1/2022,Standard Class,West,Office Supplies,Binders,18.72,5,0.2,6.552,Standard Class - Consumer
14808,2/19/2022,Standard Class,West,Furniture,Tables,236.528,2,0.2,-2.9566,Standard Class - Consumer
14809,8/25/2022,First Class,West,Office Supplies,Labels,18.9,3,0,8.694,First Class - Corporate
14810,1/17/2022,First Class,Central,Office Supplies,Paper,10.688,2,0.2,3.7408,First Class - Corporate
14811,12/10/2022,First Class,Central,Office Supplies,Storage,237.096,3,0.2,20.7459,First Class - Corporate
14812,4/6/2022,Second Class,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,Second Class - Home Office
14813,8/13/2022,Second Class,Central,Office Supplies,Paper,65.584,2,0.2,23.7742,Second Class - Home Office
14814,1/6/2022,Second Class,Central,Furniture,Furnishings,22.2,1,0.6,-26.085,Second Class - Home Office
14815,10/30/2022,Second Class,Central,Office Supplies,Paper,419.4,5,0.2,146.79,Second Class - Home Office
14816,7/18/2022,First Class,South,Furniture,Furnishings,88.92,5,0.2,14.4495,First Class - Consumer
14817,11/21/2022,Second Class,Central,Office Supplies,Art,9.912,3,0.2,3.2214,Second Class - Home Office
14818,11/6/2022,Second Class,Central,Furniture,Chairs,318.43,5,0.3,-77.333,Second Class - Home Office
14819,8/8/2022,Second Class,Central,Office Supplies,Binders,5.8,5,0.8,-10.15,Second Class - Home Office
14820,7/14/2022,Second Class,Central,Technology,Phones,1415.76,6,0.2,88.485,Second Class - Home Office
14821,9/4/2022,Standard Class,Central,Technology,Phones,148.48,2,0.2,16.704,Standard Class - Consumer
14822,4/20/2022,Standard Class,Central,Office Supplies,Labels,9.248,4,0.2,3.1212,Standard Class - Consumer
14823,6/2/2022,Standard Class,Central,Office Supplies,Storage,1036.624,2,0.2,51.8312,Standard Class - Consumer
14824,5/2/2022,First Class,South,Technology,Phones,569.64,2,0,148.1064,First Class - Consumer
14825,11/24/2022,First Class,South,Office Supplies,Binders,9.14,1,0,4.57,First Class - Consumer
14826,11/4/2022,First Class,South,Furniture,Furnishings,1196.86,7,0,119.686,First Class - Consumer
14827,2/3/2022,First Class,South,Furniture,Bookcases,523.26,9,0,125.5824,First Class - Consumer
14828,10/28/2022,Second Class,West,Technology,Copiers,639.968,4,0.2,215.9892,Second Class - Consumer
14829,11/29/2022,Second Class,West,Office Supplies,Paper,52.76,2,0,24.2696,Second Class - Consumer
14830,3/2/2022,Second Class,West,Technology,Accessories,538.92,9,0,80.838,Second Class - Consumer
14831,8/25/2022,Standard Class,West,Office Supplies,Art,14.88,2,0,3.72,Standard Class - Consumer
14832,7/19/2022,Standard Class,West,Office Supplies,Paper,34.24,8,0,15.408,Standard Class - Consumer
14833,6/16/2022,Standard Class,West,Office Supplies,Storage,261.74,2,0,65.435,Standard Class - Consumer
14834,4/17/2022,Standard Class,West,Office Supplies,Appliances,87.84,8,0,23.7168,Standard Class - Corporate
14835,5/29/2022,Second Class,West,Furniture,Furnishings,34.92,4,0,11.8728,Second Class - Home Office
14836,1/21/2022,Standard Class,East,Office Supplies,Paper,14.94,3,0,7.0218,Standard Class - Consumer
14837,1/3/2022,Standard Class,East,Furniture,Furnishings,14.56,2,0,6.2608,Standard Class - Consumer
14838,3/30/2022,Standard Class,East,Office Supplies,Binders,3.576,4,0.7,-2.8608,Standard Class - Corporate
14839,3/16/2022,Standard Class,East,Office Supplies,Storage,147.184,2,0.2,-29.4368,Standard Class - Corporate
14840,8/15/2022,First Class,West,Technology,Copiers,1499.95,5,0,449.985,First Class - Home Office
14841,7/16/2022,Standard Class,Central,Office Supplies,Art,13.568,4,0.2,3.2224,Standard Class - Corporate
14842,8/30/2022,Standard Class,South,Furniture,Chairs,2573.82,9,0,746.4078,Standard Class - Home Office
14843,1/12/2022,Standard Class,South,Office Supplies,Binders,609.98,2,0,274.491,Standard Class - Home Office
14844,4/20/2022,Standard Class,South,Office Supplies,Art,5.48,2,0,1.4796,Standard Class - Home Office
14845,9/3/2022,Standard Class,South,Technology,Phones,391.98,2,0,113.6742,Standard Class - Home Office
14846,2/14/2022,Standard Class,South,Technology,Phones,755.96,4,0,204.1092,Standard Class - Home Office
14847,12/17/2022,Standard Class,South,Office Supplies,Fasteners,31.12,4,0,0.3112,Standard Class - Home Office
14848,8/6/2022,Standard Class,South,Office Supplies,Paper,6.54,1,0,3.0084,Standard Class - Home Office
14849,8/12/2022,Second Class,West,Office Supplies,Envelopes,12.78,1,0,5.751,Second Class - Home Office
14850,8/2/2022,Standard Class,East,Office Supplies,Binders,18.464,4,0.2,6.924,Standard Class - Home Office
14851,3/26/2022,Second Class,East,Furniture,Chairs,445.802,7,0.3,-108.2662,Second Class - Corporate
14852,6/30/2022,Standard Class,Central,Office Supplies,Art,2.48,1,0,0.868,Standard Class - Home Office
14853,6/9/2022,Standard Class,Central,Office Supplies,Binders,25.9,5,0,12.691,Standard Class - Home Office
14854,5/5/2022,Second Class,East,Office Supplies,Paper,29.9,5,0,14.651,Second Class - Home Office
14855,5/12/2022,Second Class,East,Technology,Accessories,2249.91,9,0,517.4793,Second Class - Home Office
14856,6/28/2022,Second Class,East,Furniture,Tables,1053.164,4,0.3,-105.3164,Second Class - Home Office
14857,11/22/2022,Standard Class,West,Office Supplies,Paper,12.96,2,0,6.2208,Standard Class - Consumer
14858,11/9/2022,Standard Class,West,Furniture,Furnishings,106.68,6,0,33.0708,Standard Class - Corporate
14859,6/5/2022,Same Day,East,Technology,Phones,119.94,6,0,5.997,Same Day - Consumer
14860,7/8/2022,Standard Class,Central,Office Supplies,Paper,10.272,3,0.2,3.21,Standard Class - Consumer
14861,9/22/2022,Standard Class,Central,Furniture,Tables,512.19,5,0.3,-65.853,Standard Class - Consumer
14862,11/14/2022,Standard Class,Central,Office Supplies,Appliances,1.556,2,0.8,-4.2012,Standard Class - Consumer
14863,3/17/2022,Standard Class,West,Office Supplies,Binders,4.448,2,0.2,1.4456,Standard Class - Consumer
14864,6/23/2022,Standard Class,West,Furniture,Furnishings,276.69,3,0,49.8042,Standard Class - Consumer
14865,10/3/2022,Standard Class,West,Office Supplies,Fasteners,4.96,4,0,2.3312,Standard Class - Consumer
14866,1/14/2022,Standard Class,West,Office Supplies,Art,71.92,4,0,20.8568,Standard Class - Consumer
14867,10/9/2022,Standard Class,West,Furniture,Furnishings,18.84,3,0,7.9128,Standard Class - Consumer
14868,10/7/2022,Standard Class,West,Technology,Accessories,140.97,3,0,19.7358,Standard Class - Consumer
14869,12/23/2022,Standard Class,West,Technology,Phones,470.376,3,0.2,52.9173,Standard Class - Consumer
14870,2/26/2022,Same Day,West,Office Supplies,Art,6.08,2,0,2.0672,Same Day - Consumer
14871,3/2/2022,Same Day,West,Technology,Phones,164.792,1,0.2,18.5391,Same Day - Consumer
14872,1/1/2022,Second Class,East,Office Supplies,Envelopes,23.36,2,0,11.68,Second Class - Corporate
14873,6/4/2022,Standard Class,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728,Standard Class - Consumer
14874,12/5/2022,Standard Class,West,Technology,Phones,46.384,2,0.2,5.2182,Standard Class - Consumer
14875,11/14/2022,Standard Class,West,Office Supplies,Storage,362.92,2,0,105.2468,Standard Class - Consumer
14876,7/16/2022,Standard Class,East,Office Supplies,Paper,9.248,2,0.2,3.3524,Standard Class - Consumer
14877,10/1/2022,Standard Class,East,Technology,Phones,1889.946,9,0.4,-377.9892,Standard Class - Consumer
14878,12/17/2022,Standard Class,East,Office Supplies,Storage,62.04,5,0.2,4.653,Standard Class - Consumer
14879,4/7/2022,Standard Class,East,Furniture,Furnishings,396.92,5,0.2,148.845,Standard Class - Consumer
14880,1/20/2022,Standard Class,East,Office Supplies,Storage,239.456,7,0.2,17.9592,Standard Class - Consumer
14881,12/25/2022,Standard Class,East,Office Supplies,Art,13.12,5,0.2,2.132,Standard Class - Consumer
14882,5/12/2022,Second Class,South,Office Supplies,Binders,29.36,2,0,13.5056,Second Class - Consumer
14883,10/9/2022,Second Class,South,Office Supplies,Appliances,214.9,5,0,62.321,Second Class - Consumer
14884,9/4/2022,Second Class,South,Office Supplies,Binders,15.92,4,0,7.4824,Second Class - Consumer
14885,2/4/2022,Second Class,South,Technology,Accessories,146.45,5,0,48.3285,Second Class - Consumer
14886,4/26/2022,Second Class,South,Office Supplies,Storage,15.14,1,0,0.6056,Second Class - Consumer
14887,5/24/2022,Second Class,South,Office Supplies,Labels,5.76,2,0,2.6496,Second Class - Consumer
14888,12/9/2022,Second Class,South,Technology,Copiers,1399.98,2,0,629.991,Second Class - Consumer
14889,7/26/2022,Standard Class,East,Office Supplies,Binders,8.952,2,0.7,-7.46,Standard Class - Consumer
14890,10/13/2022,Standard Class,East,Office Supplies,Binders,8.856,6,0.7,-6.4944,Standard Class - Consumer
14891,2/14/2022,Standard Class,East,Furniture,Chairs,85.246,2,0.3,-1.2178,Standard Class - Consumer
14892,10/27/2022,Standard Class,West,Office Supplies,Envelopes,21.728,7,0.2,7.6048,Standard Class - Consumer
14893,4/11/2022,Standard Class,West,Furniture,Chairs,1487.04,5,0.2,148.704,Standard Class - Consumer
14894,1/18/2022,Same Day,West,Office Supplies,Envelopes,71.88,6,0,33.0648,Same Day - Corporate
14895,3/23/2022,Same Day,West,Furniture,Furnishings,9.24,3,0,2.9568,Same Day - Corporate
14896,3/16/2022,Same Day,West,Office Supplies,Paper,35.88,6,0,16.146,Same Day - Corporate
14897,11/21/2022,Same Day,West,Office Supplies,Binders,17.04,3,0.2,5.538,Same Day - Corporate
14898,7/18/2022,Same Day,West,Office Supplies,Binders,931.176,3,0.2,314.2719,Same Day - Corporate
14899,6/9/2022,First Class,West,Furniture,Furnishings,266.352,3,0.2,-13.3176,First Class - Consumer
14900,12/9/2022,First Class,West,Furniture,Chairs,483.136,4,0.2,54.3528,First Class - Consumer
14901,6/24/2022,Standard Class,South,Furniture,Chairs,196.784,2,0.2,-22.1382,Standard Class - Consumer
14902,9/1/2022,Standard Class,South,Furniture,Bookcases,231.92,5,0.2,5.798,Standard Class - Consumer
14903,2/22/2022,Standard Class,West,Office Supplies,Supplies,29.7,3,0,8.019,Standard Class - Corporate
14904,2/12/2022,Standard Class,Central,Furniture,Furnishings,13.592,2,0.6,-14.2716,Standard Class - Consumer
14905,4/29/2022,Second Class,West,Office Supplies,Paper,70.88,2,0,33.3136,Second Class - Consumer
14906,1/25/2022,Standard Class,West,Office Supplies,Storage,114.288,1,0.2,12.8574,Standard Class - Corporate
14907,1/13/2022,Standard Class,West,Office Supplies,Binders,36.624,8,0.7,-24.416,Standard Class - Corporate
14908,1/4/2022,Standard Class,West,Furniture,Bookcases,242.352,8,0.7,-363.528,Standard Class - Corporate
14909,11/11/2022,Standard Class,West,Technology,Phones,49.616,2,0.2,4.9616,Standard Class - Corporate
14910,9/5/2022,Standard Class,West,Furniture,Furnishings,508.704,6,0.2,0,Standard Class - Corporate
14911,10/22/2022,Standard Class,West,Technology,Phones,57.36,6,0.2,-14.34,Standard Class - Corporate
14912,9/13/2022,Standard Class,West,Furniture,Chairs,906.68,5,0.2,68.001,Standard Class - Corporate
